Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status
,Dolly Parton - Jolene,,Village Record Club,Media > Music & Sound Recordings > Records & LPs,album,"& Country, Album, Folk, GZ Media, Legacy, LP, Memphis Record Pressing, RCA, Reissue, Sony Music Entertainment, Stereo, Vinyl, We Are Vinyl, World",TRUE,Title,Default Title,,,,,,0,,0,deny,manual,0,,TRUE,FALSE,,,1,Dolly Parton - Jolene,FALSE,Dolly Parton - Jolene | Village Record Club,Dolly Parton - Jolene is available to add to your wishlist.,,,,,,,,,,,,,,,lb,,,,,active
,Dolly Parton - Early Dolly,,Village Record Club,Media > Music & Sound Recordings > Records & LPs,album,"& Country, Compilation, Folk, Limited Edition, LP, Stardust Records, Vinyl, World",TRUE,Title,Default Title,,,,,,0,,0,deny,manual,0,,TRUE,FALSE,,,1,Dolly Parton - Early Dolly,FALSE,Dolly Parton - Early Dolly | Village Record Club,Dolly Parton - Early Dolly is available to add to your wishlist.,,,,,,,,,,,,,,,lb,,,,,active
,Dolly Parton - Diamonds & Rhinestones - The Greatest Hits Collection,,Village Record Club,Media > Music & Sound Recordings > Records & LPs,album,"& Country, Compilation, Folk, Legacy, Limited Edition, LP, RCA, Stereo, Vinyl, Walmart, World",TRUE,Title,Default Title,,,,,,0,,0,deny,manual,0,,TRUE,FALSE,,,1,Dolly Parton - Diamonds & Rhinestones - The Greatest Hits Collection,FALSE,Dolly Parton - Diamonds & Rhinestones - The Greatest Hits Collection | Village Record Club,Dolly Parton - Diamonds & Rhinestones - The Greatest Hits Collection is available to add to your wishlist.,,,,,,,,,,,,,,,lb,,,,,active
,Django Reinhardt - The Django Reinhardt Anthology,,Village Record Club,Media > Music & Sound Recordings > Records & LPs,album,"Compilation, Jazz, LP, Not Now Music, Not Now Music Limited, Vinyl",TRUE,Title,Default Title,,,,,,0,,0,deny,manual,0,,TRUE,FALSE,,,1,Django Reinhardt - The Django Reinhardt Anthology,FALSE,Django Reinhardt - The Django Reinhardt Anthology | Village Record Club,Django Reinhardt - The Django Reinhardt Anthology is available to add to your wishlist.,,,,,,,,,,,,,,,lb,,,,,active
,Django Reinhardt - Django Reinhardt,,Village Record Club,Media > Music & Sound Recordings > Records & LPs,album,"& Country, Archive Of Folk Music, Compilation, Everest Record Group, Everest Records Archive Of Folk & Jazz Music, Folk, Gypsy Jazz, Jazz, LP, Stereo, Swing, Vinyl, World",TRUE,Title,Default Title,,,,,,0,,0,deny,manual,0,,TRUE,FALSE,,,1,Django Reinhardt - Django Reinhardt,FALSE,Django Reinhardt - Django Reinhardt | Village Record Club,Django Reinhardt - Django Reinhardt is available to add to your wishlist.,,,,,,,,,,,,,,,lb,,,,,active
,T•Rex - New York City,,Village Record Club,Media > Music & Sound Recordings > Records & LPs,album,"45 RPM, 7"", EMI, EMI Records Ltd., Glam, MRI Recording Studio, Rock, Single, Vinyl, Wizard Artists Ltd., Wizard Publishing Ltd.",TRUE,Title,Default Title,,,,,,0,,0,deny,manual,0,,TRUE,FALSE,,,1,T•Rex - New York City,FALSE,T•Rex - New York City | Village Record Club,T•Rex - New York City is available to add to your wishlist.,,,,,,,,,,,,,,,lb,,,,,active
,"Dizzy Gillespie, Charlie Parker - Town Hall, New York City, June 22, 1945",,Village Record Club,Media > Music & Sound Recordings > Records & LPs,album,"Album, Bop, City Hall Records, Fantasy Studios, Jazz, Limited Edition, LP, New York, Numbered, Premium Cool Records, Record Store Day, Reissue, Town Hall, Uptown Records, Vinyl",TRUE,Title,Default Title,,,,,,0,,0,deny,manual,0,,TRUE,FALSE,,,1,"Dizzy Gillespie, Charlie Parker - Town Hall, New York City, June 22, 1945",FALSE,"Dizzy Gillespie, Charlie Parker - Town Hall, New York City, June 22, 1945 | Village Record Club","Dizzy Gillespie, Charlie Parker - Town Hall, New York City, June 22, 1945 is available to add to your wishlist.",,,,,,,,,,,,,,,lb,,,,,active
,Divine - Shoot Your Shot Best Of,,Village Record Club,Media > Music & Sound Recordings > Records & LPs,album,"All Nations Music, Compilation, Electronic, Famous Music, Hi NRG, LP, Pop, Someday Music, Synth-pop, Vinyl, ZYX Music",TRUE,Title,Default Title,,,,,,0,,0,deny,manual,0,,TRUE,FALSE,,,1,Divine - Shoot Your Shot Best Of,FALSE,Divine - Shoot Your Shot Best Of | Village Record Club,Divine - Shoot Your Shot Best Of is available to add to your wishlist.,,,,,,,,,,,,,,,lb,,,,,active
,Disturbed - Indestructible,,Village Record Club,Media > Music & Sound Recordings > Records & LPs,album,"Album, Alternative Rock, Groovemaster Studios, Hard Rock, Heavy Metal, LP, Mother Culture Publishing, Nu Metal, Paramount Recording Studios, Record Industry, Reissue, Reprise Records, Rock, Schnittstelle, Sterling Sound, Vinyl, WB Music Corp., WEA International Inc.",TRUE,Title,Default Title,,,,,,0,,0,deny,manual,0,,TRUE,FALSE,,,1,Disturbed - Indestructible,FALSE,Disturbed - Indestructible | Village Record Club,Disturbed - Indestructible is available to add to your wishlist.,,,,,,,,,,,,,,,lb,,,,,active
,Dire Straits - Communiqué,,Village Record Club,Media > Music & Sound Recordings > Records & LPs,album,"Album, Compass Point Studios, LP, Muscle Shoals Sound Studios, Phonogram, Phonogram Ltd., Pop Rock, Rock, Rock & Roll, Stereo, Team-Trykk A.S., Vertigo, Vinyl",TRUE,Title,Default Title,,,,,,0,,0,deny,manual,0,,TRUE,FALSE,,,1,Dire Straits - Communiqué,FALSE,Dire Straits - Communiqué | Village Record Club,Dire Straits - Communiqué is available to add to your wishlist.,,,,,,,,,,,,,,,lb,,,,,active
